time,State_Inputs,State_Capacity,Administrative_Complexity,Systemic_Burden,State_Integrity
110.67,0.06310980962992611,0.1699292775802832,0.8881994928675837,2.940030636428559,-7.61978648415669e-10
110.68,0.06309480975625156,0.16986331040549918,0.8879893652659822,2.9398957396304595,-7.61978648415669e-10
110.69,0.06307981392558394,0.16979737804933787,0.8877792916282611,2.9397607813565148,-7.61978648415669e-10
110.7,0.06306482213664644,0.16973148049234305,0.887569271948785,2.939625761649797,-7.61978648415669e-10
110.71000000000001,0.06304983438816283,0.16966561771506816,0.8873593062219095,2.9394906805533583,-7.61978648415669e-10
110.72,0.06303485067885728,0.16959978969807601,0.8871493944419807,2.9393555381102314,-7.61978648415669e-10
110.73,0.06301987100745436,0.16953399642193856,0.8869395366033339,2.9392203343634287,-7.61978648415669e-10
110.74000000000001,0.06300489537267916,0.1694682378672374,0.886729732700296,2.9390850693559427,-7.61978648415669e-10
110.75,0.06298992377325721,0.16940251401456347,0.8865199827271838,2.9389497431307476,-7.61978648415669e-10
110.76,0.0629749562079144,0.16933682484451684,0.886310286678304,2.9388143557307957,-7.61978648415669e-10
110.77,0.0629599926753772,0.1692711703377074,0.8861006445479548,2.938678907199022,-7.61978648415669e-10
110.78,0.0629450331743724,0.16920555047475389,0.8858910563304233,2.9385433975783393,-7.61978648415669e-10
110.79,0.06293007770362734,0.16913996523628483,0.8856815220199884,2.938407826911643,-7.61978648415669e-10
110.8,0.06291512626186974,0.16907441460293798,0.885472041610919,2.938272195241807,-7.61978648415669e-10
110.81,0.06290017884782778,0.16900889855536028,0.8852626150974736,2.9381365026116866,-7.61978648415669e-10
110.82000000000001,0.06288523546023012,0.1689434170742083,0.8850532424739024,2.9380007490641167,-7.61978648415669e-10
110.83,0.06287029609780583,0.16887797014014785,0.8848439237344458,2.937864934641914,-7.61978648415669e-10
110.84,0.06285536075928443,0.168812557733854,0.8846346588733335,2.9377290593878724,-7.61978648415669e-10
110.85000000000001,0.06284042944339588,0.16874717983601129,0.8844254478847872,2.93759312334477,-7.61978648415669e-10
110.86,0.06282550214887064,0.16868183642731363,0.8842162907630186,2.937457126555363,-7.61978648415669e-10
110.87,0.06281057887443954,0.16861652748846406,0.8840071875022292,2.937321069062387,-7.61978648415669e-10
110.88,0.0627956596188339,0.1685512530001753,0.8837981380966122,2.9371849509085606,-7.61978648415669e-10
